,node1,n1_isTP1_dnb,n1_isTP2_dnb,node2,n2_isTP1_dnb,n2_isTP2_dnb,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12
BDKRB1_GNB4,BDKRB1,,,GNB4,,,,,,,1,,,,,,,
MED15_NCOA1,MED15,,,NCOA1,,,,,,,1,1,1,1,,,,1
TNFRSF1A_TXN,TNFRSF1A,,,TXN,,,,,,,1,,,,,,,
CMTM6_CMTM8,CMTM6,,,CMTM8,,,,,,,1,1,1,,1,,,1
FBXO7_RNF4,FBXO7,,1,RNF4,,1,,,,,1,1,,,,,,1
C17orf49_CHD8,C17orf49,,,CHD8,,,,,,,1,,,1,,,,
ANAPC1_SMURF1,ANAPC1,,,SMURF1,1,,,,,,1,,,,,,1,
ACTN1_SERPINE1,ACTN1,1,1,SERPINE1,1,1,,,,,1,,,,,1,,1
BET1L_DCTN1,BET1L,1,1,DCTN1,,1,,,,,1,,,1,,,,
EDNRA_GNB4,EDNRA,1,,GNB4,,,,,,,1,1,,,,,,1
CCT2_NOP56,CCT2,,1,NOP56,1,,,,,,1,,,,,,,
ACSL1_NCOA1,ACSL1,,,NCOA1,,,,,,,1,1,,,,,,1
SERPINE1_TGFB1,SERPINE1,1,1,TGFB1,,1,,,,,1,,,,,,,1
FCF1_NOB1,FCF1,1,,NOB1,1,,,,,,1,,,,,,,
KIF18A_KNL1,KIF18A,1,,KNL1,1,1,,,,,1,,,,,,,
DCAF1_FBXL4,DCAF1,,1,FBXL4,1,1,,,,,1,,,1,,,,
SDC1_XYLT2,SDC1,,,XYLT2,,,,,,,1,1,,,,,,
CCT5_NOP56,CCT5,,1,NOP56,1,,,,,,1,,,,,,,
CCT3_NOP56,CCT3,,,NOP56,1,,,,,,1,,1,,,,,
VPS37B_VPS4A,VPS37B,,,VPS4A,,,,,,,1,1,,,,,,1
SNRPG_SRSF7,SNRPG,1,,SRSF7,1,,,,,,1,,,,,,,
CWC22_SNRPN,CWC22,,,SNRPN,,1,,,,,1,,,,,,,
PWP1_RSL1D1,PWP1,,,RSL1D1,,,,,,,1,,,,,,,
DTYMK_TYMS,DTYMK,,,TYMS,,,,,,,1,,,1,1,,,
SET_SMC4,SET,,,SMC4,,,,,,,1,,,,,,,
TSR1_UTP14A,TSR1,1,,UTP14A,1,1,,,,,1,1,,,,,,
LSM3_SNRPB2,LSM3,,,SNRPB2,,1,,,,,1,,,1,,,,
TUBGCP4_YWHAG,TUBGCP4,1,,YWHAG,1,,,,,,1,,,,,,,
AMPD2_NT5C3B,AMPD2,,,NT5C3B,,1,,,,,1,1,,1,,,,
COPA_GOLGA2,COPA,,1,GOLGA2,,1,,,,,1,,,1,1,,,
LSM3_SF3B5,LSM3,,,SF3B5,,,,,,,1,,,,,,,
RAC2_WNT4,RAC2,,1,WNT4,,,,,,,1,1,,,,,,
AGRN_GPC1,AGRN,,,GPC1,,,,,,,1,,,,,,,
CSNK2A2_SMC4,CSNK2A2,,,SMC4,,,,,,,1,,,,,,,
ARIH2_FBXL4,ARIH2,,1,FBXL4,1,1,,,,,1,1,,,,,,
RAB5A_USP6NL,RAB5A,,1,USP6NL,,,,,,,1,,,,,,1,1
FBXL4_RNF4,FBXL4,1,1,RNF4,,1,,,,,1,1,,,,,,
CYP2J2_PLA2G4D,CYP2J2,,1,PLA2G4D,,,,,,,1,1,,,,,,1
HNRNPH2_MAGOHB,HNRNPH2,,,MAGOHB,,1,,,,,1,,,1,,,,1
CTNND1_EGFR,CTNND1,,,EGFR,1,,,,,,1,,,,,,,
KLHL5_RNF4,KLHL5,1,1,RNF4,,1,,,,,1,1,,,,,,
EIF4EBP1_RRAGD,EIF4EBP1,,,RRAGD,,,,,,,1,,,,,,,
CWC22_LSM2,CWC22,,,LSM2,1,,,,,,1,,,1,,,,
GYG1_PYGB,GYG1,,,PYGB,,,,,,,1,1,,,,,,
CENPE_CENPI,CENPE,1,,CENPI,,,,,,,1,,,,,,,
CNIH1_SEC22C,CNIH1,1,1,SEC22C,,1,,,,,1,,,,,,,
LPAR1_P2RY2,LPAR1,,,P2RY2,1,,,,,,1,1,,,,,,
ITGAV_ITGB8,ITGAV,1,,ITGB8,,,,,,,1,,,,,,,
CTNNB1_YWHAG,CTNNB1,,1,YWHAG,1,,,,,,1,,,,,,,1
ITGA4_ITGB8,ITGA4,,1,ITGB8,,,,,,,1,1,,,1,,,
SNRPB2_SRRM1,SNRPB2,,1,SRRM1,,1,,,,,1,,1,1,,,,
CERS2_SMPD2,CERS2,,,SMPD2,,1,,,,,1,,,,,,,
NOP56_RRP1B,NOP56,1,,RRP1B,1,,,,,,1,,,,,,,
ALDOC_HK2,ALDOC,,,HK2,,,,,,,1,,,,,,,
FBL_TSR1,FBL,1,1,TSR1,1,,,,,,1,1,,1,,,,
HCFC1_PPRC1,HCFC1,,,PPRC1,,,,,,,1,,,,,,,1
AGRN_ITGA5,AGRN,,,ITGA5,,,,,,,1,1,,,,1,1,1
ITGAM_PLAT,ITGAM,,,PLAT,,,,,,,1,,,,,,,
ACSL3_ELOVL1,ACSL3,,,ELOVL1,,,,,,,1,,,,,,1,1
NUP93_RAN,NUP93,,1,RAN,,1,,,,,1,,,,,,,
AGRN_PAK2,AGRN,,,PAK2,1,,,,,,1,1,,1,,,1,1
GMNN_PSMA1,GMNN,,,PSMA1,,1,,,,,1,1,1,1,,,,
TRIM28_ZNF641,TRIM28,,,ZNF641,,,,,,,1,,,,,,,
PAK2_VAV2,PAK2,1,,VAV2,,,,,,,1,,,,,,,
PDCD11_RBM19,PDCD11,1,,RBM19,1,,,,,,1,,,1,,,,
ITGA6_LAMA5,ITGA6,,,LAMA5,,,,,,,1,,,,,,,
HNRNPF_SRRM1,HNRNPF,1,,SRRM1,,1,,,,,1,,,,,,,1
EGFR_LDLR,EGFR,1,,LDLR,,,,,,,1,1,,,,,,
CDC27_RNF123,CDC27,1,,RNF123,,1,,,,,1,1,,1,,,,
BDNF_NGFR,BDNF,,,NGFR,,,,,,,1,,,,,,,
LTN1_SMURF1,LTN1,,,SMURF1,1,,,,,,1,1,,,,,,1
ANAPC11_SIAH2,ANAPC11,,1,SIAH2,,,,,,,1,1,1,1,,,,1
NCBP2_SNRPN,NCBP2,1,1,SNRPN,,1,,,,,1,,,,,,,
DLGAP5_TOP2A,DLGAP5,1,,TOP2A,1,,,,,,1,,,,,,,
ACADM_ALDH3A2,ACADM,,,ALDH3A2,,,,,,,1,,,,,,,1
HMGB1_IRF1,HMGB1,,,IRF1,1,1,,,,,1,,,,,,,
ITGB8_TGFB3,ITGB8,,,TGFB3,1,,,,,,1,,,,1,,,
CCNK_ELOA,CCNK,,,ELOA,1,,,,,,1,1,1,,,1,,
AGRN_ITGB1,AGRN,,,ITGB1,,1,,,,,1,1,,,,,,
RAC2_SEMA4D,RAC2,,1,SEMA4D,,,,,,,1,,,,,,,
LPAR5_S1PR3,LPAR5,,,S1PR3,,,,,,,1,,,,,,,
CYP2J2_GPX8,CYP2J2,,1,GPX8,,,,,,,1,,,1,,,,1
ANAPC1_WSB1,ANAPC1,,,WSB1,,,,,,,1,,,,,,,
EP400_MRGBP,EP400,,,MRGBP,,,,,,,1,1,,1,,,,
CSNK1D_PLK4,CSNK1D,1,,PLK4,,1,,,,,1,1,,,,,,
DPYSL2_SEMA3A,DPYSL2,1,,SEMA3A,1,,,,,,1,,,,,,,1
HSPA5_NUP54,HSPA5,1,,NUP54,1,,,,,,1,,,,,,,1
HNRNPF_LSM4,HNRNPF,1,,LSM4,,1,,,,,1,,,1,,,,
ARF1_KIF4A,ARF1,1,1,KIF4A,1,,,,,,1,1,,,,,,
SNF8_VPS37B,SNF8,,,VPS37B,,,,,,,1,1,,,,,,
H2AFY2_HIST2H2BF,H2AFY2,,,HIST2H2BF,,,,,,,1,1,,,1,,,
CUL3_KLHL5,CUL3,1,1,KLHL5,1,1,,,,,1,,,,,,,
MGA_RBBP5,MGA,,,RBBP5,,,,,,,1,,,,,,,
SERPINE1_TIMP1,SERPINE1,1,1,TIMP1,,1,,,,,1,,,,,,,1
LAMA5_SDC1,LAMA5,,,SDC1,,,,,,,1,1,,,,,,
RNF144B_UBR1,RNF144B,1,,UBR1,,,,,,,1,,,,,,,
AP1S1_ARF1,AP1S1,,1,ARF1,1,1,,,,,1,1,,1,,,,
FBXL4_WSB1,FBXL4,1,1,WSB1,,,,,,,1,1,,,,,,
FAXDC2_TM7SF2,FAXDC2,,,TM7SF2,,,,,,,1,1,,1,,,,
PNP_UPP1,PNP,1,,UPP1,,,,,,,1,1,,1,,1,,
ACTN1_SELENOP,ACTN1,1,1,SELENOP,,,,,,,1,,,1,,,1,1
ALDOA_SERPINE1,ALDOA,,,SERPINE1,1,1,,,,,1,,,,,,,
NOB1_UTP18,NOB1,1,,UTP18,,,,,,,1,,,,,1,,
HNRNPA0_HNRNPUL1,HNRNPA0,,,HNRNPUL1,1,,,,,,1,1,,1,,,,1
CCNB1_KNL1,CCNB1,1,1,KNL1,1,1,,,,,1,,,,,,,
BUB3_PSMF1,BUB3,1,1,PSMF1,,,,,,,1,1,,1,1,,1,
BET1L_GOLIM4,BET1L,1,1,GOLIM4,,,,,,,1,1,,,,,,
ITPKB_MINPP1,ITPKB,,,MINPP1,,,,,,,1,,,,,,1,1
MRPL1_MRPS27,MRPL1,,1,MRPS27,1,,,,,,1,,,,,,,
AGPAT2_PLPP2,AGPAT2,,,PLPP2,,,,,,,1,,,,,,,
CPSF3_HNRNPA3,CPSF3,1,1,HNRNPA3,,1,,,,,1,1,,,,,,
CTPS1_NME4,CTPS1,,,NME4,,,,,,,1,,,,,,1,1
BTC_ERBB2,BTC,,,ERBB2,,,,,,,1,,,,,,,
AKT1_GNB4,AKT1,1,,GNB4,,,,,,,1,,,1,,,,1
HNRNPF_RBM17,HNRNPF,1,,RBM17,,,,,,,1,,,,,,,
ELAVL2_HNRNPF,ELAVL2,1,1,HNRNPF,1,,,,,,1,,,,,,1,
CALD1_TPM1,CALD1,1,,TPM1,,,,,,,1,1,,,,,,
GALE_GALM,GALE,,,GALM,,,,,,,1,,,1,,1,,1
MCM2_MCMBP,MCM2,1,,MCMBP,,,,,,,1,,,,,,,
KIF2A_KIF3B,KIF2A,1,,KIF3B,,,,,,,1,1,,,,,,
ETS1_MAPK3,ETS1,,,MAPK3,,1,,,,,1,1,,1,,,1,1
GSTO1_GSTP1,GSTO1,,1,GSTP1,,,,,,,1,,,1,,1,,1
ITGA6_SDC1,ITGA6,,,SDC1,,,,,,,1,,,,,,,
XPO1_YWHAG,XPO1,1,,YWHAG,1,,,,,,1,,,,,,,
KIF2A_TMED2,KIF2A,1,,TMED2,1,1,,,,,1,,,1,,,,
NIFK_SSB,NIFK,1,,SSB,,,,,,,1,1,,,,,1,1
RHOA_RHOG,RHOA,,1,RHOG,,,,,,,1,,,,,,,
SERPINE1_SPARC,SERPINE1,1,1,SPARC,,,,,,,1,,,,,,,1
SNCA_UBE2L3,SNCA,,1,UBE2L3,1,1,,,,,1,,,1,,,1,1
ITPKC_PLCH2,ITPKC,,1,PLCH2,,,,,,,1,,,1,,,,1
GSTK1_GSTO2,GSTK1,,,GSTO2,,,,,,,1,,,1,,,1,1
APOB_NR2F2,APOB,,,NR2F2,,,,,,,1,,,,,,,
PSMB9_RELB,PSMB9,1,,RELB,,,,,,,1,,,,,,,
RIOK1_UTP14A,RIOK1,1,,UTP14A,1,1,,,,,1,,,,,,,
GNAQ_GNB4,GNAQ,1,1,GNB4,,,,,,,1,,,,,,,1
ITPKC_MINPP1,ITPKC,,1,MINPP1,,,,,,,1,1,1,1,,,1,1
NOS1_PPP3CB,NOS1,,,PPP3CB,,,,,,,1,,,,,,,
HNRNPA0_SNRNP70,HNRNPA0,,,SNRNP70,1,1,,,,,1,1,,,,,,
RNF4_TRIM37,RNF4,,1,TRIM37,,,,,,,1,1,,,,,,
CUL7_RBCK1,CUL7,1,,RBCK1,1,,,,,,1,,,,,,,1
PWP1_WDR46,PWP1,,,WDR46,1,1,,,,,1,,,1,,,,
ACTB_POLR1E,ACTB,,1,POLR1E,1,,,,,,1,,,,,,,
CYBA_MAPK13,CYBA,,1,MAPK13,,1,,,,,1,1,,1,,,,
EGR3_NFATC2,EGR3,,,NFATC2,,,,,,,1,,,,,,,1
NOB1_UTP14A,NOB1,1,,UTP14A,1,1,,,,,1,,,,,,,
MARS2_QARS,MARS2,,,QARS,,,,,,,1,,,,,,,1
RAB5C_SH3GL1,RAB5C,1,,SH3GL1,,,,,,,1,1,,,,,,1
AP2M1_EPN1,AP2M1,,,EPN1,,1,,,,,1,,,1,,,,
MED15_SMAD2,MED15,,,SMAD2,,,,,,,1,,,,,,,
NSD2_RNF4,NSD2,,,RNF4,,1,,,,,1,1,,,,,,
ASAH1_CERK,ASAH1,,,CERK,,,,,,,1,,,1,,,,
PLK4_SCLT1,PLK4,,1,SCLT1,1,1,,,,,1,,,,,,,
EBNA1BP2_MAK16,EBNA1BP2,1,,MAK16,1,,,,,,1,,,,,,,
BAZ1A_SMARCA1,BAZ1A,,,SMARCA1,,,,,,,1,,,,,,,
MAPK3_VCL,MAPK3,,1,VCL,,1,,,,,1,,,1,,,,1
GNAI2_GNB4,GNAI2,1,1,GNB4,,,,,,,1,,1,1,,,,
RPL12_RPS15,RPL12,1,1,RPS15,1,1,,,,,1,,,,,,,
GNB4_LTB4R2,GNB4,,,LTB4R2,,,,,,,1,,,,,,1,
F2R_NTSR1,F2R,1,,NTSR1,,1,,,,,1,,1,1,,1,1,1
DHX37_NOP56,DHX37,1,,NOP56,1,,,,,,1,,,,,,,
NDC1_PML,NDC1,1,,PML,,,,,,,1,,,,,,,
DNAJA4_HSPA6,DNAJA4,,1,HSPA6,,1,,,,,1,1,,1,,,,1
BUB1_CCNA2,BUB1,,,CCNA2,1,,,,,,1,1,,1,1,,,1
FBXL20_FBXO9,FBXL20,,1,FBXO9,1,1,,,,,1,1,,1,,,,1
BUB3_ERCC6L,BUB3,1,1,ERCC6L,1,,,,,,1,,1,,,,,
KLHL9_TRIM37,KLHL9,1,,TRIM37,,,,,,,1,,,,,,,
NIFK_RRP1B,NIFK,1,,RRP1B,1,,,,,,1,1,,,,,1,1
CREBBP_TFDP2,CREBBP,,,TFDP2,,,,,,,1,1,,1,,,,1
CUL3_TRIM37,CUL3,1,1,TRIM37,,,,,,,1,,,,,,,
RNF217_WSB1,RNF217,1,,WSB1,,,,,,,1,,,,,,,
NOP56_PWP1,NOP56,1,,PWP1,,,,,,,1,,,,,,,
PXN_TNC,PXN,1,,TNC,,,,,,,1,1,,,,,,
NPRL3_SEH1L,NPRL3,,,SEH1L,,,,,,,1,1,,,,,1,1
AGRN_PXN,AGRN,,,PXN,1,,,,,,1,1,,,,,1,1
ARPC1B_ARPC2,ARPC1B,,,ARPC2,,,,,,,1,,,1,,,,1
ACTG1_ARPC5L,ACTG1,,,ARPC5L,,,,,,,1,1,,,,,,
HNRNPF_PTBP1,HNRNPF,1,,PTBP1,,,,,,,1,,,,,,,
COL18A1_COL7A1,COL18A1,1,1,COL7A1,,1,,,,,1,1,,1,,1,,
CAPN1_ZYX,CAPN1,,,ZYX,1,1,,,,,1,,,,,,,
BUB1_KIF23,BUB1,,,KIF23,,,,,,,1,1,,,,,,
UBE2V2_UBE4A,UBE2V2,,,UBE4A,,,,,,,1,1,,,,,1,
CUL3_CUL7,CUL3,1,1,CUL7,1,,,,,,1,,,,,,,
GEMIN6_WDR77,GEMIN6,,,WDR77,1,,,,,,1,,,,,,,
CBX6_PCGF5,CBX6,,,PCGF5,,,,,,,1,,1,,,,,
FBXL12_LNX1,FBXL12,,,LNX1,,1,,,,,1,,,,,1,,
RPL14_RPL5,RPL14,,1,RPL5,,,,,,,1,,,,,,,
CDC16_CUL7,CDC16,1,1,CUL7,1,,,,,,1,,,,,,,1
MAPK3_PLAU,MAPK3,,1,PLAU,,,,,,,1,,,,,1,1,1
BUB3_CDCA5,BUB3,1,1,CDCA5,,,,,,,1,,,,,,,
RRP12_UTP20,RRP12,1,,UTP20,1,,,,,,1,1,,,,,,
IL1RAP_IRAK2,IL1RAP,,,IRAK2,1,,,,,,1,,,,,,,
MTHFD1_MTHFD1L,MTHFD1,,,MTHFD1L,,,,,,,1,,,,,,,
CPSF3_PQBP1,CPSF3,1,1,PQBP1,1,1,,,,,1,1,,1,,,,
LDLR_LDLRAP1,LDLR,,,LDLRAP1,,,,,,,1,,,,,,,
PIP5K1C_SEMA3A,PIP5K1C,,,SEMA3A,1,,,,,,1,,,,,,,1
MTHFD1L_MTHFS,MTHFD1L,,,MTHFS,,,,,,,1,,,,,,,
ANXA1_GNA15,ANXA1,1,,GNA15,,1,,,,,1,1,,,,,,
AGPAT2_LPIN2,AGPAT2,,,LPIN2,,,,,,,1,1,,,,,1,1
CRTAP_P3H1,CRTAP,,,P3H1,,,,,,,1,,,,,,,
IRF1_OASL,IRF1,1,1,OASL,,1,,,,,1,,,,,,,
SRP68_SSR3,SRP68,,,SSR3,,,,,,,1,,,,,,,
NCBP1_POLDIP3,NCBP1,1,,POLDIP3,,,,,,,1,1,,,,,,
PFDN2_TUBB2A,PFDN2,,1,TUBB2A,,1,,,,,1,1,1,1,,1,,
MET_RAB5A,MET,,,RAB5A,,1,,,,,1,,,1,1,,,
CDC37_ERBB2,CDC37,,1,ERBB2,,,,,,,1,1,1,1,,1,,
CAVIN1_POLR1E,CAVIN1,,,POLR1E,1,,,,,,1,,,,,,,
GLI3_KIF3A,GLI3,,,KIF3A,,,,,,,1,,,,,,,
TSR1_XRN2,TSR1,1,,XRN2,1,,,,,,1,1,,,,,,
KIF2A_PPP2R1A,KIF2A,1,,PPP2R1A,,1,,,,,1,,,,,,,
MTA2_SUV39H1,MTA2,1,,SUV39H1,,,,,,,1,,,,,,,1
NOP56_TWISTNB,NOP56,1,,TWISTNB,1,,,,,,1,,,,,,,
HNRNPF_SNRPD1,HNRNPF,1,,SNRPD1,,1,,,,,1,,,1,,1,,
CD74_CTSC,CD74,,,CTSC,,1,,,,,1,,,,,,,
GSR_GSTA1,GSR,,,GSTA1,,1,,,,,1,1,1,1,1,1,1,1
HERC4_RBCK1,HERC4,1,,RBCK1,1,,,,,,1,,,,,,,
DDX18_NOP56,DDX18,,,NOP56,1,,,,,,1,,,,,,,
AP3B1_OCRL,AP3B1,1,,OCRL,,,,,,,1,,,,,,,
BUB1_PLK4,BUB1,,,PLK4,,1,,,,,1,,,,,,,
BUB1_KNL1,BUB1,,,KNL1,1,1,,,,,1,,,,,,,
F2R_GNAQ,F2R,1,,GNAQ,1,1,,,,,1,1,,,,,1,1
BRCA1_TUBG1,BRCA1,1,1,TUBG1,1,,,,,,1,1,,,,1,,
MYO10_NCKAP1,MYO10,,,NCKAP1,,,,,,,1,,,,,,,1
MAK16_PWP1,MAK16,1,,PWP1,,,,,,,1,,,,,,,
ITGA3_PLAUR,ITGA3,,,PLAUR,,,,,,,1,1,,1,1,,,
PPP2R5D_YES1,PPP2R5D,,,YES1,,,,,,,1,,,,,,,
MAPK12_NCK1,MAPK12,1,,NCK1,1,1,,,,,1,,,,,,,1
NCAPH2_SMC4,NCAPH2,1,,SMC4,,,,,,,1,,,,,,,
NFIC_POLR3F,NFIC,,,POLR3F,,,,,,,1,1,,,,,,
ACER3_PLPP1,ACER3,,,PLPP1,,,,,,,1,1,1,1,,1,,1
MAPK13_PAK2,MAPK13,,1,PAK2,1,,,,,,1,1,,1,,,,
HNRNPF_SF3B2,HNRNPF,1,,SF3B2,1,1,,,,,1,,,1,,,,
ACTN4_SERPINE1,ACTN4,1,,SERPINE1,1,1,,,,,1,,1,,,1,1,1
PDGFRA_RAPGEF1,PDGFRA,,,RAPGEF1,1,,,,,,1,,,1,1,,,
DCN_TGFB3,DCN,,,TGFB3,1,,,,,,1,,,,,,1,
DBNL_MAP3K7,DBNL,,,MAP3K7,1,1,,,,,1,,1,1,,,,
DHX9_HNRNPA0,DHX9,1,1,HNRNPA0,,,,,,,1,,,,,,,
GNA15_SAA1,GNA15,,1,SAA1,1,,,,,,1,1,,,,,,
CALML3_NOS1,CALML3,,1,NOS1,,,,,,,1,,,1,,,,
MCHR1_PLCB3,MCHR1,,,PLCB3,,1,,,,,1,1,,,,,1,1
LSM3_SRSF7,LSM3,,,SRSF7,1,,,,,,1,,,,,,,
CANX_SEC61A1,CANX,,,SEC61A1,,,,,,,1,1,,,,,,
NOB1_XRN2,NOB1,1,,XRN2,1,,,,,,1,1,,,,,,
NOP2_RBM19,NOP2,1,,RBM19,1,,,,,,1,,,,,,,
LSM2_SRSF7,LSM2,1,,SRSF7,1,,,,,,1,,,,,,,1
GAS6_SERPINE1,GAS6,,,SERPINE1,1,1,,,,,1,,,,,,1,1
FBL_NIP7,FBL,1,1,NIP7,1,,,,,,1,1,,1,,,,
FCHO1_FNBP1L,FCHO1,1,1,FNBP1L,,,,,,,1,,,,,,,
BIRC3_PSMB9,BIRC3,1,,PSMB9,1,,,,,,1,,,,,,,
ARPC5_RAB5A,ARPC5,,,RAB5A,,1,,,,,1,,,1,,1,,
MAP3K7_TAB1,MAP3K7,1,1,TAB1,,,,,,,1,,,1,,,,
CTSZ_SEC16A,CTSZ,,1,SEC16A,1,1,,,,,1,,,,,1,,1
POLE2_RBBP8,POLE2,,,RBBP8,1,,,,,,1,,,,,,,
NOP56_RBM28,NOP56,1,,RBM28,,,,,,,1,,,,,,,
KLHL5_WSB1,KLHL5,1,1,WSB1,,,,,,,1,,,,,,,
EDNRA_PLCB3,EDNRA,1,,PLCB3,,1,,,,,1,1,,,,,,
AP1S3_CTSZ,AP1S3,,,CTSZ,,1,,,,,1,,,1,,,1,1
RPS6KA1_SRF,RPS6KA1,,,SRF,,,,,,,1,,,,,,1,
CENPI_KIF18A,CENPI,,,KIF18A,1,,,,,,1,,,,,,,
BMS1_NIFK,BMS1,1,1,NIFK,1,,,,,,1,1,1,1,,,1,1
PKM_POLR1E,PKM,,,POLR1E,1,,,,,,1,,,,,,,
CTSD_STK11,CTSD,,1,STK11,,1,,,,,1,1,1,1,,,,
MTA2_PML,MTA2,1,,PML,,,,,,,1,,,,,,,
BUB3_SMC1A,BUB3,1,1,SMC1A,,1,,,,,1,1,,,,,,
NOB1_UTP20,NOB1,1,,UTP20,1,,,,,,1,1,,,,,,
NOP56_PES1,NOP56,1,,PES1,1,,,,,,1,,,1,,,,
DUSP1_MAPK13,DUSP1,,,MAPK13,,1,,,,,1,,,,,,,1
RBM19_TSR1,RBM19,1,,TSR1,1,,,,,,1,,,,,,,
NIFK_NOP58,NIFK,1,,NOP58,1,,,,,,1,,1,,,,1,1
GNB4_LPAR2,GNB4,,,LPAR2,,1,,,,,1,1,1,1,,,,
EXOSC9_KHSRP,EXOSC9,1,,KHSRP,,,,,,,1,,,1,,1,,
ITGB1_SRF,ITGB1,,1,SRF,,,,,,,1,,,,,,,
PLPP1_SMPD2,PLPP1,,,SMPD2,,1,,,,,1,,,1,,,,
ATR_TOPBP1,ATR,,,TOPBP1,,,,,,,1,,,,,,,
FCHO1_SH3GL1,FCHO1,1,1,SH3GL1,,,,,,,1,,,,,,,
F2R_LPAR3,F2R,1,,LPAR3,,,,,,,1,,1,,,,,1
CCND1_PRMT5,CCND1,1,,PRMT5,,,,,,,1,1,,,,,,1
FBXL4_SMURF1,FBXL4,1,1,SMURF1,1,,,,,,1,1,,,,,,
CDC40_SNRNP40,CDC40,,,SNRNP40,1,,,,,,1,,,,,,,
SELENOP_TIMP1,SELENOP,,,TIMP1,,1,,,,,1,,,,,,,1
CD74_CTSL,CD74,,,CTSL,,,,,,,1,1,,1,,,,1
CERS3_SMPD3,CERS3,,,SMPD3,,,,,,,1,,,,,,,1
NCBP1_SRSF10,NCBP1,1,,SRSF10,,,,,,,1,,,,,,,
CUL7_UBE2S,CUL7,1,,UBE2S,1,1,,,,,1,,,,,1,,
EXOSC9_NOP56,EXOSC9,1,,NOP56,1,,,,,,1,,,,,,,
EIF2AK2_EIF2S1,EIF2AK2,,,EIF2S1,,,,,,,1,,,1,,,,
ADK_AMPD2,ADK,1,,AMPD2,,,,,,,1,,,,,,,1
COL18A1_CRTAP,COL18A1,1,1,CRTAP,,,,,,,1,,,,,,1,1
CENPN_HIST1H2AC,CENPN,,,HIST1H2AC,1,,,,,,1,,,,,,,
AGRN_RAC1,AGRN,,,RAC1,1,1,,,,,1,1,,,,,,
EPN1_VAMP3,EPN1,,1,VAMP3,,,,,,,1,,,1,,,,
CPSF3_POLR2D,CPSF3,1,1,POLR2D,1,1,,,,,1,,,,,,,1
GBP2_TRIM14,GBP2,,,TRIM14,,,,,,,1,1,,,,1,,1
E2F3_MCM3,E2F3,1,,MCM3,1,,,,,,1,,,,,,,
AMPD2_IMPDH2,AMPD2,,,IMPDH2,,,,,,,1,1,,,,,,
CTNNBL1_SRSF7,CTNNBL1,,,SRSF7,1,,,,,,1,1,,,,,,
FZR1_HIST1H2AC,FZR1,1,,HIST1H2AC,1,,,,,,1,1,,,,,,
EGFR_PLAUR,EGFR,1,,PLAUR,,,,,,,1,1,,1,,1,1,
ADCY3_EDNRA,ADCY3,1,1,EDNRA,1,,,,,,1,1,,,,,,
RPL35_RPS15,RPL35,1,1,RPS15,1,1,,,,,1,1,,,,,,
MCM5_MCMBP,MCM5,1,,MCMBP,,,,,,,1,,,,,,,
FBXL4_FBXO22,FBXL4,1,1,FBXO22,,,,,,,1,,,,,,,
SDC4_TNC,SDC4,,,TNC,,,,,,,1,1,,,,,,
CUL7_KLHL9,CUL7,1,,KLHL9,1,,,,,,1,,,,,,,
CENPE_PLK1,CENPE,1,,PLK1,1,1,,,,,1,,1,,,1,,
AURKB_KNL1,AURKB,1,,KNL1,1,1,,,,,1,,,,,1,,
NDUFAF2_NDUFS6,NDUFAF2,,,NDUFS6,,,,,,,1,,,,,,,1
KLHL5_TRIM11,KLHL5,1,1,TRIM11,,1,,,,,1,1,1,1,,,,
HNRNPF_SNRPN,HNRNPF,1,,SNRPN,,1,,,,,1,1,,,,,,
NAT10_POLR1A,NAT10,1,,POLR1A,1,,,,,,1,,,,,,,
DDX56_PWP1,DDX56,1,1,PWP1,,,,,,,1,,,1,,1,,
PML_YAP1,PML,,,YAP1,,,,,,,1,,,,,,,
ACTB_MRGBP,ACTB,,1,MRGBP,,,,,,,1,,,1,,,,1
AGRN_ITGA6,AGRN,,,ITGA6,,,,,,,1,1,,,,,,
SF3B2_SRSF7,SF3B2,1,1,SRSF7,1,,,,,,1,,,,,,,
EIF3C_RPL5,EIF3C,,,RPL5,,,,,,,1,,,,,1,,
FBXO22_SKP2,FBXO22,,,SKP2,1,1,,,,,1,,,,,,,
KLHL25_UBE2E1,KLHL25,1,,UBE2E1,1,,,,,,1,1,,,,,,1
BAZ1A_CHRAC1,BAZ1A,,,CHRAC1,,,,,,,1,,,1,,,,
FBL_NOP56,FBL,1,1,NOP56,1,,,,,,1,,,1,,,,
HNRNPA0_POLR2B,HNRNPA0,,,POLR2B,,,,,,,1,,,,,,,
EME1_UBE2T,EME1,1,,UBE2T,,,,,,,1,,,,,,,
DUSP1_MAPK12,DUSP1,,,MAPK12,1,,,,,,1,,1,,,,,
ITPK1_ITPKC,ITPK1,,,ITPKC,,1,,,,,1,,,1,,1,,
NCOA1_PLIN2,NCOA1,,,PLIN2,,,,,,,1,1,1,1,,,,
FKBP1A_PPP3R1,FKBP1A,1,1,PPP3R1,,,,,,,1,,,,,,,1
BTC_RHOA,BTC,,,RHOA,,1,,,,,1,,,,,,,
CASP7_EIF4A1,CASP7,,,EIF4A1,,1,,,,,1,1,,,,,,
DDOST_SEC61A1,DDOST,,1,SEC61A1,,,,,,,1,,,,,,,
